Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Term,USE_THIS,Is Term,Original Sort Order,Check Fulltext,ReviewType,Project,local_filename,culled_type,culled_term,culled_date,culled_COMMENTS,missing,IS_DISS,TITLE3,TITLE3_nospace,IS_DISS_TITLE,full_auth,AUTH,IS_AUTH,IS_DISS_AUTH,pq_Title,pq_Authors,pq_documentType,pq_elecPubDate,pq_entryDate,pq_issue,pq_pages,pq_placeOfPublication,pq_pubdate,pq_pubtitle,pq_year,pq_volume,Filename,Date,Additional Pages,ReviewType.1,Chapter,Chapter_Auth,special,downloaded
,Karly Nisson,Wiki-ty Whack,2015.0,The Guardian (San Diego),ULOOP Inc.,link.gale.com/apps/doc/A404422402/STND? u=cuny_gradctr&sid=bookmark-STND&xid=0ba31b71,,,,,,,,,,1,,,,,,,,,,,True,,,,College Newspaper Article,Art+Feminism,Karly_Nisson_Wiki-ty_Whack.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Wiki-ty Whack - Document - Gale OneFile_ News.pdf,45359,,,,,,False
,Tom Zillich,Wikipedia Edit-a-thon' in Surrey aims to correct 'significant gender gap' on online encyclopedia,2022.0,Surrey Leader,CNW Group Ltd. - Black Press Inc.,,,,,,,,,,,,,,,,,,,,,,True,,,,Review,Art+Feminism,Tom_Zillich_Wikipedia_Edit-a-thon_in_Surrey_aims_to_correct_significant_gender_gap_on_online_encyclopedia.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Wikipedia Edit-a-thon' in Surrey aims to correct 'significant gender gap' on online encyclopedia. - Document - Gale OneFile_ News.pdf,45333,,,,,,False
,"Rebecca Johinke, Frances Di Lauro",Wikipedia in higher education: practice what you teach,2020.0,Studies in Higher Education,Society for Research into Higher Education,https://doi.org/10.1080/03075079.2020.1763014,,,,,10.1080/03075079.2020.1763014,,,45.0,5.0,947,949,,,,,,,,,,True,,,,men,Print Wikipedia,Rebecca_Johinke__Frances_Di_Lauro_Wikipedia_in_higher_education_practice_what_you_teach.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Wikipedia-in-highered-essay.pdf,,,,,,,False
,KJB,NWSA Initiative Tackles Wikipedia Gender Gap,2016.0,Women in Higher Education,National Women's Studies Association,,,,,,,,,,,,,,,,,,,,,,True,,,,mention,Art+Feminism,KJB_NWSA_Initiative_Tackles_Wikipedia_Gender_Gap.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Women in Higher Education - 2016 - Baker - NWSA Initiative Tackles Wikipedia Gender Gap.pdf,,,,,,,False
,Adam Hencz,Artists At Home: Between Familiar Environments And New Perspectives,2020.0,Artland,,,,,,,,,,,,,,,,,,,,,,,True,,,,discussion,Zoom Paintings,Adam_Hencz_Artists_At_Home_Between_Familiar_Environments_And_New_Perspectives.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Zoom Artists At Home_ Between Familiar Environments And New Perspectives - Artland Magazine.pdf,,,,,,,False
,Sun Jiayi,把维基百科全部7600卷词条印出来！不是行为艺术？,2015.0,The Paper,,,,,,,,,,,,,,,,,,,,,,,True,,,,Review,Print Wikipedia,Sun_Jiayi_把维基百科全部7600卷词条印出来！不是行为艺术？.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,把维基百科全部7600卷词条印出来！不是行为艺术？.pdf,23-Jun,,,,,,False
,Christiane Paul,World of Art Series: Digital Art (Third Edition),2023,Thames and Hudson, ,Book,,,,Book,,,,,, , ,,,,,,,,,,True,,,,discussion,The Real Costs,Christiane_Paul_World_of_Art_Series_Digital_Art_(Third_Edition).pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,historical,False
,Edward A. Shanken,"Inventar el Futuro: Arte, Electricidad, Nuevos medios",2013,Departamento de Ficción, ,Book,,,,Book,,,,,,31,32,,,,,,,,,,True,,,,discussion,"AfterSherrieLevine.com, The Real Costs","Edward_A._Shanken_Inventar_el_Futuro_Arte,_Electricidad,_Nuevos_medios.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,historical,False
,Alessandro Ludovico,Post Digital Print: The Mutation of Publishing since 1894,2012,Onomatopee 77, ,Book,,,,Book,,,,,,58, ,,,,,,,,,,True,,,,discussion,Old News,Alessandro_Ludovico_Post_Digital_Print_The_Mutation_of_Publishing_since_1894.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,historical,False
,Linda Weintraub,To Life! Eco Art in Pursuit of a Sustainable Planet,2012,University of California Press, ,Book,,,,Book,,,,,,237,242,,,,,,,,,,True,,,,book chapter,"Oil Standard, The Real Costs",Linda_Weintraub_To_Life!_Eco_Art_in_Pursuit_of_a_Sustainable_Planet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical,False
,Josephine Bosma,Nettitudes: Let’s Talk Net Art,2011,Institute of Network Cultures/NAi Publishers, ,Book,,,,Book,,,,,,90,92,,,,,,,,,,True,,,,discussion,"31 Acts, IN Network",Josephine_Bosma_Nettitudes_Let’s_Talk_Net_Art.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical,False
,Gene McHugh,Post Internet: Notes on the Internet and Art,2011,LINK Editions, ,Book,,,,Book,,,,,,200,202,,,,,,,,,,True,,,,book chapter,AfterSherrieLevine.com,Gene_McHugh_Post_Internet_Notes_on_the_Internet_and_Art.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical,False
,Dominic Smith,Open Source Practices,2010,The Green Box, ,Book,,,,Book,,,,,,181,188,,,,,,,,,,True,,,,book chapter,"Digital Foundations, Bright Bike",Dominic_Smith_Open_Source_Practices.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical,False
,Edward A. Shanken,"Art and Electronic Media, Themes and Movements Series",2009,Phaidon, ,Book,,,,Book,,,,,,23,36,,,,,,,,,,True,,,,discussion,AfterSherrieLevine.com,"Edward_A._Shanken_Art_and_Electronic_Media,_Themes_and_Movements_Series.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical,False
,Marita Sturken and Lisa Cartwright,"Practices of Looking, An Introduction to Visual Culture",2008,Oxford Unversity Press, ,Book,,,,Book,,,,,,208,209,,,,,,,,,,True,,,,discussion,AfterSherrieLevine.com,"Marita_Sturken_and_Lisa_Cartwright_Practices_of_Looking,_An_Introduction_to_Visual_Culture.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical,False
,Jean-Damien Collin,Quelques pratiques artistiques à l’ère de la numérisation,2007,Les Presses Du Reel, ,Book,,,,Book,,,,,,248,253,,,,,,,,,,True,,,,discussion,The Exchange Program,Jean-Damien_Collin_Quelques_pratiques_artistiques_à_l’ère_de_la_numérisation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical,False
,The Upgrade,Upgrade! International: Oklahoma City DIY,2006,Upgrade!, ,Book,,,,Book,,,,,,91, ,,,,,,,,,,True,,,,discussion,Oil Standard,The_Upgrade_Upgrade!_International_Oklahoma_City_DIY.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,historical,False
,Reena Jana and Mark Tribe,New Media Art,2006,Taschen/Basic Art, ,Book,,,,Book,,,,,,13,14,,,,,,,,,,True,,,,discussion,AfterSherrieLevine.com,Reena_Jana_and_Mark_Tribe_New_Media_Art.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical,False
,Joline Blais and Jon Ippolito,At the Edge of Art,2006,Thames and Hudson, ,Book,,,,Book,,,,,,116,117,,,,,,,,,,True,,,,discussion,Shop Mandiberg,Joline_Blais_and_Jon_Ippolito_At_the_Edge_of_Art.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical,False
,Olav Velthuis,Imaginary Economics: Contemporary Artists And The World Of Big Money,2005,NAi Publishers, ,Book,,,,Book,,,,,,51,53,,,,,,,,,,True,,,,discussion,AfterSherrieLevine.com,Olav_Velthuis_Imaginary_Economics_Contemporary_Artists_And_The_World_Of_Big_Money.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical,False
,Rachel Greene,World of Art Series: Internet Art,2003,Thames and Hudson, ,Book,,,,Book,,,,,,184,185,,,,,,,,,,True,,,,discussion,"AfterSherrieLevine.com, Shop Mandiberg",Rachel_Greene_World_of_Art_Series_Internet_Art.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,,,,historical,False
,Miles Orvell,American Photography,2003,Oxford University Press, ,Book,,,,Book,,,,,,202,203,,,,,,,,,,True,,,,discussion,AfterSherrieLevine.com,Miles_Orvell_American_Photography.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical,False
,Charlotte Kent,Glitching Time and Time-Based Media,2022,The Brooklyn Rail,,https://brooklynrail.org/2022/10/art-technology/Glitching-Time-and-Time-Based-Media,,,, , ,,,, , ,,,,,,,,,,,True,,,,discussion,Postmodern Times,Charlotte_Kent_Glitching_Time_and_Time-Based_Media.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,October,,,,,,False
,Duncan Forbes,Immaterial Tramp,2022,Camera Austria International, , ,,,,, ,,,158,,9,18,,,,,,,,,,True,,,,review,Postmodern Times,Duncan_Forbes_Immaterial_Tramp.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
,Seph Rodney,"When an Artist’s Body Breaks Down, Human Relations Become Crucial",2021,Hyperallergic,,https://hyperallergic.com/701116/michael-mandiberg-timeframe-denny-dimin-gallery/,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,Live Study,"Seph_Rodney_When_an_Artist’s_Body_Breaks_Down,_Human_Relations_Become_Crucial.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,21-Dec, ,,,,,False
,Francesco Ciaponi,La cultura dal digitale alla carta. Il progetto artistico sulle dimensioni di Wikipedia,2021,Artribune,,https://www.artribune.com/arti-visive/arte-contemporanea/2021/01/wikipedia-progetto-michael-mandiberg/,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,Print Wikipedia,Francesco_Ciaponi_La_cultura_dal_digitale_alla_carta._Il_progetto_artistico_sulle_dimensioni_di_Wikipedia.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,27-Jan, ,,,,,False
,Rebecca Panovka,No Rest for the Wiki,2021,Book Forum,,https://www.bookforum.com/print/2704/the-free-encyclopedia-is-one-of-the-last-vestiges-of-an-earlier-internet-24256,,,,, ,,, ,,, ,,,,,,,,,,True,,,,mention,Art+Feminism,Rebecca_Panovka_No_Rest_for_the_Wiki.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter, ,,,,,False
,Taylor Dafoe,‘It’s Memorializing How Unmemorable It Is’: Artist Michael Mandiberg on Painting Melancholy Portraits on Zoom,2020,Artnet,,https://dennydimingallery.com/news/michael-mandibergs-the-zoom-paintings-featured-in-artnet/,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,Zoom Paintings,Taylor_Dafoe_‘It’s_Memorializing_How_Unmemorable_It_Is’_Artist_Michael_Mandiberg_on_Painting_Melancholy_Portraits_on_Zoom.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Nov, ,,,,,False
,Sophie Haigney,‘The Zoom Paintings’ are dispatches from a strange year,2020,The Economist,,https://www.economist.com/prospero/2020/12/03/the-zoom-paintings-are-dispatches-from-a-strange-year,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,Zoom Paintings,Sophie_Haigney_‘The_Zoom_Paintings’_are_dispatches_from_a_strange_year.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Dec, ,,,,,False
,Elena Giulia Rossi,Interview with Domenico Quaranta,2019,arshake.com,,https://www.arshake.com/en/interview-domenico-quaranta-2/,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,"Quantified Self Portrait, Postmodern Times",Elena_Giulia_Rossi_Interview_with_Domenico_Quaranta.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,18-Dec, ,,,,,False
,Valerio Veneruso,Lavoro E Futuro: Hyperemployment a Lubiana,2019,Artribune,,https://www.artribune.com/dal-mondo/2019/12/mostra-lavoro-artisti-lubiana/,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,"Quantified Self Portrait, Postmodern Times",Valerio_Veneruso_Lavoro_E_Futuro_Hyperemployment_a_Lubiana.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,26-Dec, ,,,,,False
,Jenniffer Schuessler,"Cheeseburgers, Oil, and Minimum Wage: Building a Museum of Capitalism",2019,New York Times,,https://www.nytimes.com/2019/11/13/arts/design/museum-of-capitalism.html,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,FDIC Insured,"Jenniffer_Schuessler_Cheeseburgers,_Oil,_and_Minimum_Wage_Building_a_Museum_of_Capitalism.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,13-Nov, ,,,,,False
,Casey Lesser,Watch an Artist Paint Every Assistant They’ve Ever Had,2019,Artsy,,https://www.artsy.net/article/artsy-editorial-watch-artist-paint-assistant,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,Live Study,Casey_Lesser_Watch_an_Artist_Paint_Every_Assistant_They’ve_Ever_Had.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,30-Jul, ,,,,,False
,Michelangelo Corsaro,"After Babel at Annex M, Athens",2019,ArtReview,,https://artreview.com/ar-march-2019-review-after-babel/,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,Print Wikipedia,"Michelangelo_Corsaro_After_Babel_at_Annex_M,_Athens.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,4-Mar, ,,,,,False
,Annie Armstrong,Art + Feminism to Host Sixth Annual Edit-a-Thon,2019,ARTNews,,http://www.artnews.com/2019/02/21/art-feminism-host-sixth-annual-wikipedia-edit-thon-march/,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,Art+Feminism,Annie_Armstrong_Art_+_Feminism_to_Host_Sixth_Annual_Edit-a-Thon.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,21-Feb, ,,,,,False
,Ligaya Mishan,"In Literature, Who Decides When Homage Becomes Theft?",2018,New York Times Magazine,,https://www.nytimes.com/2018/10/08/t-magazine/literature-homage-theft-appropriation.html,,,,, ,,, ,,, ,,,,,,,,,,True,,,,mention,AfterSherrieLevine.com,"Ligaya_Mishan_In_Literature,_Who_Decides_When_Homage_Becomes_Theft.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,8-Oct, ,,,,,False
,Aurelio Cianciotta,"Quantified Self Portrait (One Year Performance), intimate flows.",2018,Neural,,http://neural.it/2018/06/quantified-self-portrait-one-year-performance-intimate-flows/,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,Quantified Self Portrait,"Aurelio_Cianciotta_Quantified_Self_Portrait_(One_Year_Performance),_intimate_flows..pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,21-Jun, ,,,,,False
,Nadja Sayej,Wikipedia's forgotten women: inside the editing marathon to fix imbalance,2018,The Guardian,,https://www.theguardian.com/artanddesign/2018/mar/15/wikipedia-edit-a-thon-women-arts,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,Art+Feminism,Nadja_Sayej_Wikipedias_forgotten_women_inside_the_editing_marathon_to_fix_imbalance.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Mar, ,,,,,False
,Rachael Myrow,"Wikipedia Needs More Female Artists -- So Go Add Them, Says Stanford",2018,KQED,,https://www.kqed.org/arts/13826143/wikipedia-needs-more-female-artists-so-add-them,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,Art+Feminism,"Rachael_Myrow_Wikipedia_Needs_More_Female_Artists_--_So_Go_Add_Them,_Says_Stanford.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,3-Mar, ,,,,,False
,Daniel A. Gross,An Annual Feminist Editing Session Takes on Wikipedia’s Gender Problem,2018,Hyperallergic,,https://hyperallergic.com/429353/wikipedia-edit-a-thon-moma/,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,Art+Feminism,Daniel_A._Gross_An_Annual_Feminist_Editing_Session_Takes_on_Wikipedia’s_Gender_Problem.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,27-Feb, ,,,,,False
,Régine Debatty,"Failed Banks, Quantified Self, and Addition to the Infinite Scroll: an Interview with Michael Mandiberg",2017,We Make Money Not Art,,http://we-make-money-not-art.com/failed-banks-quantified-self-and-addiction-to-the-infinite-scroll-an-interview-with-michael-mandiberg/,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,"FDIC Insured, Quantified Self Portrait","Régine_Debatty_Failed_Banks,_Quantified_Self,_and_Addition_to_the_Infinite_Scroll_an_Interview_with_Michael_Mandiberg.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,7-Sep, ,,,,,False
,Valentina Tanni,L’arte nell’epoca del post-fail. Una mostra al Fotomuseum di Winterthur,2017,Artribune,,http://www.artribune.com/arti-visive/fotografia/2017/12/larte-nellepoca-del-post-fail-una-mostra-al-fotomuseum-di-winterthur/,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,FDIC Insured,Valentina_Tanni_L’arte_nell’epoca_del_post-fail._Una_mostra_al_Fotomuseum_di_Winterthur.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Dec, ,,,,,False
,Unknown1740710126.0012228,Twenty Artists for the Trump Era,2017,Artsy,,https://www.artsy.net/article/artsy-editorial-20-artists-trump-era,,,,, ,,, ,,, ,,,,,,,,,[],True,,,,mention,FDIC Insured,Unknown1740710126.0012228_Twenty_Artists_for_the_Trump_Era.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Jan, ,,,,,False
,Lily Silverton,How To Get More Women On Wikipedia,2017,Refinery 29,,https://www.refinery29.com/en-gb/women-wikipedia-how-to-add-edit,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,Art+Feminism,Lily_Silverton_How_To_Get_More_Women_On_Wikipedia.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,18-May, ,,,,,False
,Sarah Cascone,"Narrowing Gender Gap, Wikipedia Edit-a-Thon Writes 6,500 More Women Into Art History",2017,Artnews,,https://news.artnet.com/art-world/2017-artfeminism-edit-thons-927797,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,Art+Feminism,"Sarah_Cascone_Narrowing_Gender_Gap,_Wikipedia_Edit-a-Thon_Writes_6,500_More_Women_Into_Art_History.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,18-Apr, ,,,,,False
,John Bonazzo,Feminist Artists Combat Wikipedia’s Gender Imbalance Through Editing Sessions,2017,The Observer,,https://observer.com/2017/03/international-womens-day-wikipedia-gender-imbalance-art-feminism/,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,Art+Feminism,John_Bonazzo_Feminist_Artists_Combat_Wikipedia’s_Gender_Imbalance_Through_Editing_Sessions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,8-Mar, ,,,,,False
,Alan Smart,Futures // Common Knowledge: An Interview with Michael Mandiberg,2016,Berlin Art Link,,http://www.berlinartlink.com/2016/06/13/michael-mandiberg/,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,Print Wikipedia,Alan_Smart_Futures__Common_Knowledge_An_Interview_with_Michael_Mandiberg.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,13-Jun, ,,,,,False
,Jessica Binsch,"Einmal die Wikipedia ausdrucken, bitte!",2016,Süddeutsche Zeitung,,http://www.sueddeutsche.de/digital/kunstausstellung-einmal-die-wikipedia-ausdrucken-bitte-1.3009520,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,Print Wikipedia,"Jessica_Binsch_Einmal_die_Wikipedia_ausdrucken,_bitte!.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,28-May, ,,,,,False
,Jana Lapper,Künstler druckt das Internet aus 3.406 Bände voller Wikipedia,2016,TAZ,,http://taz.de/!5308322/,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,Print Wikipedia,Jana_Lapper_Künstler_druckt_das_Internet_aus_3.406_Bände_voller_Wikipedia.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,31-May, ,,,,,False
,Jim O’Donnell,This Is What Happens When You Try to Print Out the Entirety of Wikipedia,2016,Slate,,http://www.slate.com/blogs/future_tense/2016/03/10/michael_mandiberg_s_art _installation_prints_out_the_entirety_of_wikipedia.html,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,Print Wikipedia,Jim_O’Donnell_This_Is_What_Happens_When_You_Try_to_Print_Out_the_Entirety_of_Wikipedia.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Mar, ,,,,,False
,Seph Rodney,Where Do Banks Go When They Die?,2016,Hyperallergic,,http://hyperallergic.com/322682/where-do-banks-go-when-they-die/,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,FDIC Insured,Seph_Rodney_Where_Do_Banks_Go_When_They_Die.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Sep, ,,,,,False
,Mark Singer,Making Art With Failed Banks,2016,The New Yorker,,http://www.newyorker.com/magazine/2016/09/26/making-art-with-failed-banks,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,FDIC Insured,Mark_Singer_Making_Art_With_Failed_Banks.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,26-Sep, ,,,,,False
,Tina Rivers Ryan,Market Research,2016,Art in America,,http://artinamericamagazine.com/news-features/interviews/market-research-an-interview-with-michael-mandiberg/,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,FDIC Insured,Tina_Rivers_Ryan_Market_Research.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,26-Aug, ,,,,,False
,Julia Halperin,Don’t bank on it: New York artist’s memorial to financial failures comes to Wall Street,2016,The Art Newspaper,,http://theartnewspaper.com/news/news/don-t-bank-on-it-new-york-artist-s-memorial-to-financial-failures-comes-to-wall-street-/,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,FDIC Insured,Julia_Halperin_Don’t_bank_on_it_New_York_artist’s_memorial_to_financial_failures_comes_to_Wall_Street.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,10-May, ,,,,,False
,Talia Lavin,A Feminist Edit-a-Thon Seeks to Reshape Wikipedia,2016,New Yorker,,http://www.newyorker.com/tech/elements/a-feminist-edit-a-thon-seeks-to-reshape-wikipedia,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,Art+Feminism,Talia_Lavin_A_Feminist_Edit-a-Thon_Seeks_to_Reshape_Wikipedia.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,11-Mar, ,,,,,False
,Liz Pelly,The feminist groups disrupting bro-tech culture in 2016,2016,Dazed,,http://www.dazeddigital.com/artsandculture/article/30199/1/the-feminist-groups-disrupting-bro-tech-culture-in-2016,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,Art+Feminism,Liz_Pelly_The_feminist_groups_disrupting_bro-tech_culture_in_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,4-Mar, ,,,,,False
,Cynthia Allum,Women leading movements to champion equality on Wikipedia,2016,The New York Times,,http://nytlive.nytimes.com/womenintheworld/2016/02/29/women-leading-movements-to-champion-equality-on-wikipedia/,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,Art+Feminism,Cynthia_Allum_Women_leading_movements_to_champion_equality_on_Wikipedia.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Feb, ,,,,,False
,Jade Angeles Fitton,"Third Annual Edit-a-thon to Bring More Women Artists, and Editors, to Wikipedia",2016,ArtSlant New York,,http://www.artslant.com/ny/articles/show/45280,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,Art+Feminism,"Jade_Angeles_Fitton_Third_Annual_Edit-a-thon_to_Bring_More_Women_Artists,_and_Editors,_to_Wikipedia.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,26-Feb, ,,,,,False
,Hannah Ghorashi,Art + Feminism Announces Third Wikipedia Edit-A-Thon,2016,ARTnews,,http://www.artnews.com/2016/02/11/art-feminism-announces-third-wikipedia-edit-a-thon,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,Print Wikipedia,Hannah_Ghorashi_Art_+_Feminism_Announces_Third_Wikipedia_Edit-A-Thon.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,11-Feb, ,,,,,False
,Jennifer W. Leung,Michael Mandiberg,2015,Artforum,, ,,,,, ,,, ,,325,326,,,,,,,,,,True,,,,review,Print Wikipedia,Jennifer_W._Leung_Michael_Mandiberg.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,October,,,,,,False
,Jennifer Schuessler,Print Wikipedia Reaches Final Entry,2015,New York Times,,http://artsbeat.blogs.nytimes.com/2015/07/13/print-wikipedia-project-reaches-final-entry/?_r=0,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,Print Wikipedia,Jennifer_Schuessler_Print_Wikipedia_Reaches_Final_Entry.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,13-Jul, ,,,,,False
,Hannah Ghorashi,FROM AAAAA! TO ZZZAP!: MICHAEL MANDIBERG ON HIS PLAN TO PRINT WIKIPEDIA,2015,ARTnews,,http://www.artnews.com/2015/06/24/from-aaaaa-to-zzzap-michael-mandiberg-on-his-plan-to-print-wikipedia/,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,Print Wikipedia,Hannah_Ghorashi_FROM_AAAAA!_TO_ZZZAP!_MICHAEL_MANDIBERG_ON_HIS_PLAN_TO_PRINT_WIKIPEDIA.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,24-Jun, ,,,,,False
,Press Trust of India,"Printed Wikipedia for $500,000",2015,"Press Trust of India (syndicated in Times of India, The Hindu, Dhaka Times, etc)",,http://timesofindia.indiatimes.com/tech/tech-news/Printed-Wikipedia-for-500000/articleshow/47765588.cms,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,Print Wikipedia,"Press_Trust_of_India_Printed_Wikipedia_for_$500,000.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,22-Jun, ,,,,,False
,Giorgio Barrato,Wikipedia stampata: 7600 volumi costerebbero 450mila euro,2015,Wired (Italy),,http://www.wired.it/internet/web/2015/06/19/wikipedia-stampata-7600-volumi-450mila-euro/,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,Print Wikipedia,Giorgio_Barrato_Wikipedia_stampata_7600_volumi_costerebbero_450mila_euro.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Jun, ,,,,,False
,Dan Damon,Why print copies of Wikipedia?,2015,BBC World Service,,http://www.bbc.co.uk/programmes/p02v2vrn,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,Print Wikipedia,Dan_Damon_Why_print_copies_of_Wikipedia.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Jun, ,,,,,False
,Simone Cosimi,"Wikipedia, per stamparla su carta servono 8.000 volumi",2015,Vanity Fair (Italy),,http://www.vanityfair.it/lifestyle/hi-tech/15/06/18/wikipedia-stampata-su-carta,,,,, ,,, ,,, ,,,,,,,,,,True,,,,review,Print Wikipedia,"Simone_Cosimi_Wikipedia,_per_stamparla_su_carta_servono_8.000_volumi.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,19-Jun, ,,,,,False
